id,feature,existing_function,read,write,location,v2,status,required,regression,source
"C00087","UNRESOLVED_CONTROL","paintTowerCharts: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3578","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""chart-track pipe'+(r.p?'':' zero')+'"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'active\')"" aria-label=""'+escAttr(r.nm+' 진행 Pipeline '+eok(r.p))+'"">"
"C00088","UNRESOLVED_CONTROL","paintTowerCharts: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3579","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""chart-track compete'+(r.c?'':' zero')+'"" data-n=""'+escAttr(r.nm)+'"" onclick=""dashboardGoRepStages(this.dataset.n,\'compete|imminent|bidding\',\'경쟁·입찰\')"" aria-label=""'+escAttr(r.nm+' 경쟁 입찰 '+eok(r.c))+'"">"
"C00089","UNRESOLVED_CONTROL","paintTowerCharts: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3580","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""chart-track won'+(r.w?'':' zero')+'"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoWon(this.dataset.n)"" aria-label=""'+escAttr(r.nm+' 수주 '+eok(r.w))+'"">"
"C00090","F11","paintTowerReps: '+esc(x[1])+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3592","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<button class=""'+(scope===x[0]?'on':'')+'"" data-s=""'+x[0]+'"" onclick=""setRepScope(this.dataset.s)"">"
"C00091","F11","paintTowerReps: '+r.iq+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3600","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoInq(this.dataset.n)"">"
"C00092","F11","paintTowerReps: '+(r.iq?r.made:'—')+(r.iwon?'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3601","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" title=""이 수치의 견적문의 근거 목록 열기"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'inqMade\')"">"
"C00093","F11","paintTowerReps: '+(r.iq?r.mrate+'%':'—')+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3602","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk conv '+mcls+'"" title=""메이드율의 전체 견적문의 근거 열기"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'inqAll\')"">"
"C00094","F11","paintTowerReps: '+r.asg
       +'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3603","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'assigned\')"">"
"C00095","F11","paintTowerReps: '+r.self+(r.self?'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3605","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" title=""직접영업 근거 현장 열기"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'self\')"">"
"C00096","F11","paintTowerReps: '+eok(r.q)+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3606","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" title=""영업기회 금액의 현장 목록 열기"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'all\')"">"
"C00097","F11","paintTowerReps: '+eok(r.p)+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3607","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'active\')"">"
"C00098","F11","paintTowerReps: '+eok(r.c)+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3608","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" data-n=""'+escAttr(r.nm)+'"" onclick=""dashboardGoRepStages(this.dataset.n,\'compete|imminent|bidding\',\'경쟁·입찰\')"">"
"C00099","F11","paintTowerReps: '+eok(r.w)+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3609","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoWon(this.dataset.n)"">"
"C00100","F11","paintTowerReps: '+r.conv+'%","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3610","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk conv '+cls+'"" title=""금액수주율의 전체 영업기회 근거 열기"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'all\')"">"
"C00101","F11","paintTowerReps: '+(r.ql.resp==null?'—':r.ql.resp+'%')+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3612","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk q'+(r.ql.resp!=null&&r.ql.resp<80?' lo':'')+'"" title=""응대율의 배정 견적문의 근거 열기"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'inqAssigned\')"">"
"C00102","F11","paintTowerReps: '+(r.ql.next==null?'—':r.ql.next+'%')+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3613","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk q'+(r.ql.next!=null&&r.ql.next<80?' lo':'')+'"" title=""Next 설정률의 진행 Pipeline 근거 열기"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'active\')"">"
"C00103","F11","paintTowerReps: '+(r.ql.keep==null?'—':r.ql.keep+'%')+'","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3614","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk q'+(r.ql.keep!=null&&r.ql.keep<80?' lo':'')+'"" title=""기한준수율의 기한 설정 현장 근거 열기"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'due\')"">"
"C00104","F11","paintTowerReps: td","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3615","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'risk\')"">"
"C00105","F11","paintTowerReps: td","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3617","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<td class=""clk"" title=""진단의 진행 Pipeline 근거 열기"" data-n=""'+escAttr(r.nm)+'"" onclick=""towerGoRepMetric(this.dataset.n,\'active\')"">"
"C00106","F11","paintTowerReps: 연결 확인 열기","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3623","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<button class=""act"" onclick=""G.inqView=String.fromCharCode(108,105,110,107);goPage(String.fromCharCode(105,110,113))"">"
"C00107","UNRESOLVED_CONTROL","paintRepFlow: '+esc(r.nm)+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3657","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""rep-flow-name"" data-i=""'+i+'"" onclick=""openRepFlowDrawer(Number(this.dataset.i))"">"
"C00108","UNRESOLVED_CONTROL","paintRepFlow: '+(r.risk?'● '+r.risk+'건':'✓ 0건')+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3657","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""rep-flow-risk '+riskCls+'"" data-i=""'+i+'"" onclick=""repFlowGoRisk(Number(this.dataset.i))"">"
"C00109","F11","openRepFlowDrawer: button","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3663","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<button class=""rep-flow-bar"" data-i=""'+i+'"" data-codes=""'+escAttr(x.codes.join('|'))+'"" data-label=""'+escAttr(x.label)+'"" onclick=""repFlowGoStage(Number(this.dataset.i),this.dataset.codes,this.dataset.label)"">"
"C00110","F11","openRepFlowDrawer: button","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3663","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<button class=""perf-focus-row perf-risk-row"" data-j=""'+j+'"" onclick=""openRepFlowRiskDeal(Number(this.dataset.j))"">"
"C00111","F11","openRepFlowDrawer: 문제 현장 전체보기","담당자 Master + inquiries + stage events","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3664","담당자 flow aggregate 없음","CONTRACT_MISSING","실제 Stage 이력 없으면 수집중, 경남 내부평가 제외 유지","본사6명·기간 경계·경쟁 진입·부족이력 미확정 표시","<button data-i=""'+i+'"" onclick=""repFlowGoRisk(Number(this.dataset.i))"">"
"C00112","UNRESOLVED_CONTROL","paintTowerNeck: '
     +'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3682","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<div class=""neckrow"" data-ci=""'+r.ci+'"" data-k=""'+(r.wk||'')+'"" onclick=""towerGoNeck(Number(this.dataset.ci),this.dataset.k)"">"
"C00113","UNRESOLVED_CONTROL","paintTowerAction: '
     +'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3708","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<div class=""neckrow"" data-ci=""'+r.ci+'"" data-k=""'+(r.wk||'')+'"" onclick=""towerGoNeck(Number(this.dataset.ci),this.dataset.k)"">"
"C00114","UNRESOLVED_CONTROL","paintTowerAction: '
     +'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3717","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<div class=""neckrow"" data-id=""'+escAttr(dealKey(d))+'"" onclick=""towerOpen(this.dataset.id)"">"
"C00115","UNRESOLVED_CONTROL","paintTowerHealth: button","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3746","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""health-signal '+x.cls+'"" '+(disabled?'disabled':'onclick=""'+x.go+'""')+'>"
"C00116","UNRESOLVED_CONTROL","applyHomeRole: '+esc(x[1])+'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3783","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""'+(r===x[0]?'on':'')+'"" data-r=""'+x[0]+'"" onclick=""setHomeRole(this.dataset.r)"">"
"C00117","UNRESOLVED_CONTROL","paintHeadline: 지금 보기 →","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3796","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""hlgo"" onclick=""dashboardGoSnapshot(\'risk\')"">"
"C00118","UNRESOLVED_CONTROL","paintRotList: '
    +'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3885","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<div class=""trow clk"" style=""grid-template-columns:90px 1.7fr 120px 120px 120px 110px"" onclick=\'drwDeal('+JSON.stringify(JSON.stringify(d))+')\'>"
"C00119","UNRESOLVED_CONTROL","cell: '
     +'","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3906","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""lkcard '+cls+(G.lostKind===k?' on':'')+'"" data-k=""'+k+'"" onclick=""G.lostKind=(G.lostKind===this.dataset.k?null:this.dataset.k);paint()"">"
"C00120","F30","paintClosed: ← 칸반으로","outcome/closed_at/lost_kind/기존stage/won_amount","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3928","terminal v2 계약 없음","CONTRACT_MISSING","뺏김/놓침/기타·견적/영업 배드핏·Closed 통계 보존","종료 전 단계 기록·Next 종료정책·매출/분류·원본보존","<button class=""reset"" onclick=""G.pipeView=\'kb\';G.stageCol=null;G.consoleMacro=null;paint()"">"
"C00121","F30","paintClosed: '+x+'","outcome/closed_at/lost_kind/기존stage/won_amount","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3931","terminal v2 계약 없음","CONTRACT_MISSING","뺏김/놓침/기타·견적/영업 배드핏·Closed 통계 보존","종료 전 단계 기록·Next 종료정책·매출/분류·원본보존","<button class=""'+(t===x?'on':'')+'"" data-t=""'+x+'"" onclick=""setClosedTab(this.dataset.t)"">"
"C00122","F30","paintClosed: '
      +'","outcome/closed_at/lost_kind/기존stage/won_amount","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3936","terminal v2 계약 없음","CONTRACT_MISSING","뺏김/놓침/기타·견적/영업 배드핏·Closed 통계 보존","종료 전 단계 기록·Next 종료정책·매출/분류·원본보존","<div class=""trow clk"" style=""grid-template-columns:1.6fr 110px 90px 110px 100px"" onclick=\'drwDeal('+JSON.stringify(JSON.stringify(d))+')\'>"
"C00123","UNRESOLVED_CONTROL","top2: div","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:3973","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<div class=""fc-row"" style=""border-left:4px solid var(--ok)"" onclick=""alert(\'계약·시공 '+commit.length+'건 — 칸반에서 확인\')"">"
"C00124","UNRESOLVED_CONTROL","paintMobile: 7일 SLA","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4047","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""'+(G.mobView==='week'?'on':'')+'"" onclick=""setMobView(\'week\')"">"
"C00125","UNRESOLVED_CONTROL","paintMobile: 30일 SLA","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4047","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<button class=""'+(G.mobView==='month'?'on':'')+'"" onclick=""setMobView(\'month\')"">"
"C00126","UNRESOLVED_CONTROL","paintMobile: div","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4049","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<div class=""mobrow '+(s.late?'bad':'')+'"" style=""cursor:pointer"" onclick=""openDealAt('+idx+')"">"
"C00127","UNRESOLVED_CONTROL","paintReport: div","페이지 데이터/상태 경로: 정확한 runtime reachability 미확인","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4078","미확정: 원본 handler/template 추적 필요","TEST_MISSING","중복정의·동적 template·상위함수 호출을 실제 렌더 결과와 연결","해당 원본 컨트롤의 노출 조건·클릭/필터/취소 결과를 Golden fixture로 검증","<div class=""kpi clk"" onclick=""window.print()"">"
"C00128","F57","paintWorkAnalysis: button","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4149","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-bar-row"" onclick=""workAnalysisDrill(\'pipeline\','+i+')"">"
"C00129","F57","paintWorkAnalysis: button","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4149","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-combo"" onclick=""workAnalysisComboDrill('+i+')"">"
"C00130","F57","paintWorkAnalysis: '+r.opp.length+'건","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4150","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-cell"" onclick=""workAnalysisDrill(\'opp\','+i+')"">"
"C00131","F57","paintWorkAnalysis: '+reportAmount(r.pipeline)+'","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4150","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-cell"" onclick=""workAnalysisDrill(\'pipeline\','+i+')"">"
"C00132","F57","paintWorkAnalysis: '+r.comp.length+'건 · '+reportAmount(r.compete)+'","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4150","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-cell"" onclick=""workAnalysisDrill(\'compete\','+i+')"">"
"C00133","F57","paintWorkAnalysis: '+r.won.length+'건 · '+reportAmount(r.wonAmount)+'","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4150","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-cell"" onclick=""workAnalysisDrill(\'won\','+i+')"">"
"C00134","F57","paintWorkAnalysis: button","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4151","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-kpi"" onclick=""workAnalysisDrill(\'opp\')"">"
"C00135","F57","paintWorkAnalysis: button","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4151","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-kpi"" onclick=""workAnalysisDrill(\'pipeline\')"">"
"C00136","F57","paintWorkAnalysis: button","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4151","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-kpi"" onclick=""workAnalysisDrill(\'won\')"">"
"C00137","F57","paintWorkAnalysis: button","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4151","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-kpi warn"" onclick=""workAnalysisDrill(\'multi\')"">"
"C00138","F57","paintWorkAnalysis: button","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4151","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""wa-kpi danger"" onclick=""workAnalysisDrill(\'unclassified\')"">"
"C00139","F57","paintWorkAnalysis: button","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4152","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button onclick=""workAnalysisDrill(\'singleWon\')"">"
"C00140","F57","paintWorkAnalysis: button","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4152","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button onclick=""workAnalysisDrill(\'multiWon\')"">"
"C00141","F57","paintWorkAnalysis: Pipeline순","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4153","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""'+(G.workSort==='pipeline'?'on':'')+'"" onclick=""workAnalysisSetSort(\'pipeline\')"">"
"C00142","F57","paintWorkAnalysis: 수주순","workItems/primaryWork + 금액/사업유형/기간","직접 literal write 발견 없음; 간접 호출은 미확인","golden/crm.html:4153","work analytics v2 없음","CONTRACT_MISSING","복합공종 합계 중복계수/대표 기준·미분류 항목 유지","대표합계·복합조합·필터/금액/드릴다운원본 일치","<button class=""'+(G.workSort==='won'?'on':'')+'"" onclick=""workAnalysisSetSort(\'won\')"">"
